"ADDRESS","AVAILABILITY_STATUS","AVAILABLE_AT","BATHS","BEDS","BUILDING_TYPE","CITY","CLUBHOUSE","COMPANY","DATE_POSTED","DESCRIPTION","DOORMAN","FURNISHED","GARAGE","GARAGE_COUNT","GRANITE","GYM","ID","LATITUDE","LAUNDRY","LONGITUDE","NEIGHBORHOOD","POOL","RENT_PRICE","SCRAPED_TIMESTAMP","SQFT","STAINLESS","STATE","YEAR_BUILT","ZIP"
"1 Gibson Way , Revere, MA 02151","available","2025-01-20 01:30:15.791",2,2,"apartment building","Revere","Y","Greystar","2025-01-20 00:00:00.000","Come visit us at Gibson Point and what you’ll find will surprise and delight you. It’s a breathtaking site you’ve never explored, amazing sunset views you haven’t yet seen, and a holistic wellness experience unlike any other. Nestled between Gibson Park on one side and the shimmering waters of the North Shore on the other, our welcoming apartment community offers an opportunity for spa-like living, every day and in every season. Discover natural living here at Gibson Point Apartments in Revere, MA. Features/amenities: On-site restaurant coming soon from award-winning Michael Aldi, Waterfront access and immediate location next to Gibson Park and Revere Beach, Co-working hub with reservable work pods equipped with treadmill desks and walking pads, Shuttle service to MBTA Wonderland Blue Line station and other destinations, Recovery room with Therabody foam rollers, massage guns and lounger, Spa treatment room for massage, sound bath mediation and more, Sunset lounge with fireplace indoor/outdoor bar and entertaining kitchen, Turf lawn along with poolside cabanas, Amenity Epicenter featuring year-round sauna, cold plunge, thermal pool, and fire pits, Balconies and terraces in select homes, In-home washer and dryer, Double vanities in select homes, Tiled kitchen backsplashes, Quartz countertops, Open-concept kitchen shelving, Nest thermostats, Wide-plank flooring in living spaces, Select homes with water and Boston skyline views, Smoke Free Community","N","N","N","","Y","N",514297340,42.441605,"Y",-70.968555,"","Y",3915,"2025-01-20 01:30:16.782",1035,"N","MA","",2151
"80 Donald Street","available","2024-10-22 00:00:00.0",1,1,"apartment building","Weymouth","Y","John M. Corcoran & Company Company","2024-10-22 00:00:00.000","Townhomes w/ Granite Counters, Hardwood Floors, Washers/Dryers
Air Conditioner
Dishwasher
Disposal
Extra Storage
Large Closets
Patio/Balcony
Two Swimming Pools
Community Space with Fire Place
Balcony/Patio
Basketball Courts
Grilling areas
Professional Staff
Pickleball/Tennis Courts
Clubhouse
Courtyard
Fitness Center
Free Weights
Laundry Facilities
On-Site Maintenance
On-Site Management
Package Receiving
Public Transportation
Recycling
Short Term Lease","N","N","N","","Y","Y",514397362,42.1888,"Y",-70.949,"","Y",2070,"2025-01-20 09:12:38.942",672,"N","MA","",2188
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-20 16:22:52.805",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-20 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514507005,42.31892,"Y",-71.577191,"","Y",3256,"2025-01-20 16:23:12.385",885,"Y","MA","",1752
"2 Main Street","available","2025-01-13 00:00:00.0",1,1,"apartment building","Worcester","N","Trinity Management, LLC Company","2025-01-13 00:00:00.000","Dishwasher
Washer/Dryer
Electric Ranges with Range Hoods
Microwave
Quartz Countertops
Tile Baths
Custom Lighting
Expansive Ceiling Heights
Ample Natural Light from Oversized Windows
Stainless Steel Appliances
Refrigerator
Efficient Appliances
High-Efficiency HVAC
On-Site Maintenance
On-Site Management
Historic Building
Elevator
Media Room
Courtyard
Fitness Center
Ample On-Site Parking
Interior Bike Parking
Club Room
Pet Spa
Children's Play Room
Children's Outdoor Playground
Makerspace
Major Taylor Museum","N","N","N","","Y","Y",514399960,42.2707,"Y",-71.801,"","N",2674,"2025-01-20 09:16:52.370",1827,"Y","MA","2021",1608
"517 Hancock Street","coming soon","2025-02-10 00:00:00.0",1,1,"apartment building","Quincy","N"," Company","2025-01-13 00:00:00.000","Laundry Facilities
Off Street Parking","N","N","N","","N","N",514399730,42.2705,"Y",-71.0219,"","N",2095,"2025-01-20 09:16:32.319","","N","MA","",2170
"21 Revere Beach Blvd , Revere, MA 02151","available","2025-01-20 14:49:20.058",1,1,"apartment building","Revere","Y","Greystar","2025-01-20 00:00:00.000","In its history and at its heart, Revere Beach has been a place of camaraderie and joy. Today, Ryder is building on that legacy while creating an experience that’s entirely new. Featuring an irresistible on-site restaurant, inspired amenity spaces, and a gallery-worthy art program, our apartment homes are a celebration of all the best things in life. Things like: waking up to a panoramic water view, winding down beside a shimmering pool, working (or working out) without leaving home, and neighbors who become lifelong friends. Oh, and did we mention? Our modern boardwalk (featuring eateries and pop-up shops) brings the seaside vibe in and spreads the fun out. So come ride the waves, ride the feeling and ride the blue line (in 15 minutes to downtown Boston). Features/amenities: Pet Wash Room, On-site restaurant with beachfront seating, Outdoor Lap Pool, Fitness Center, Media Lounge & Game Room, Co-Workspaces, Outdoor Deck w/Ocean Views, Stainless Steel Appliances, Quartz countertops, In-Unit Washer & Dryer, Ocean Views*, Generous Closets, Wood-Style Flooring, Gourmet Kitchens, Oversized Windows, Wireless Thermostats, Air Conditioning, Dishwasher, Fitness Center, Pet Friendly, Swimming Pool(s), Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514503677,42.403602,"Y",-70.990892,"","Y",2202,"2025-01-20 14:49:24.309",568,"Y","MA","",2151
"55 Ridge Lane","coming soon","2025-01-19 00:00:00.0",1,1,"apartment building","Waltham","Y"," Company","2024-11-07 00:00:00.000","Updated interiors
Stainless steel appliances
High speed cable & internet ready
9' ceilings with crown molding
Full-size washer/dryer included
Walk-in closets
Soaking tubs
1st Floor
2nd Floor
Fireplace
Premium View
Premium Floor
Ridge View
Wood View
Pool View
Roll in Shower
ADA
Handicap
Resort-style swimming pool
Fitness Center
Pet-friendly
Package concierge
Outdoor kitchen and grills
Complimentary Wifi in amenity spaces
Dog park
Beautiful landscaping
Elegant clubhouse
Attached and detached garages","Y","N","N","","N","Y",514397918,42.4057,"Y",-71.2362,"","Y",2673,"2025-01-20 09:13:34.416",786,"Y","MA","2005",2452
"1260 Boylston Street","coming soon","2025-09-13 00:00:00.0",1,2,"apartment building","Boston","Y","rentcafe","2025-01-13 00:00:00.000","Window Coverings
View
Refrigerator
Microwave
Hardwood Floors
Extra Storage
Electronic Thermostat
Efficient Appliances
Dishwasher
Air Conditioner
Furnished
High Ceilings
Range
Recycling
Package Receiving
On-Site Management
On-Site Maintenance
High Speed Internet
Clubhouse
Business Center
Availability 24 Hours
Bike Racks
Concierge
Controlled Access/Gated
Elevator
Fitness Center
Free Weights
Laundry Facilities
Group Exercise","Y","Y","N","","N","Y",514398332,42.3448,"Y",-71.0959,"Fenway-Kenmore","N",5817,"2025-01-20 09:14:07.810","","N","MA","2022",2215
"160 Cambridge Park Drive","coming soon","2025-02-11 00:00:00.0",2,2,"apartment building","Cambridge","Y"," Company","2025-01-13 00:00:00.000","Gourmet Kitchens With Stainless Steel Appliances
Open Living Spaces With High Ceilings
Generous Walk-In Closets With Linen Shelving
Community Connect (complimentary Wifi in-unit)
Studies in Select Homes - Perfect for Working From Home
Engineered Hardwood In Living and Dining Areas
Custom Cabinetry and Large Kitchen Islands
Granite Slab Countertops With Tile Backsplash
ENERGY STAR ® Rated Appliances
Custom Color Accent Walls Available
Air Conditioning
Dry Bars in Select Homes
Spacious Bedrooms That Accommodate King Size Beds
Energy-Efficient Washers and Dryers
Full Terraces and Juliet Balconies In Select Residences
Luxury Bathrooms With Marble Countertops
Dual Sinks In Select Homes
Frameless Shower Doors In Select Homes
Oversized Oval Soaking Tubs
Terraces and Juliet Balconies In Select Homes
Upgraded Fixtures and Ceiling Fans With Decorative Lighting

Open-Air Loggia With Fireplace and HDTV Lounge
Wired Business Lounge With Conference Room
Awarded #1 Property Management Company in Overall Satisfaction by the Kingsley Index for the third consecutive year
Community Connect (complimentary Wifi throughout community)
Two Private, Resident Courtyards With Firepit, Grilling Areas, and Dining Areas
The Resident Club With HDTV Lounge and Billiards
24/Hr Fitness Club With State-Of-The-Art Equipment
Business Center
24/7 Package Pickup
ENERGY STAR Certified Building
EV Charging Stations
Certified LEED Gold Community
Bike Racks and Premium Bike Storage
Controlled-Entry Access Parking Garage
Designated Pet Washing Station
Gourmet Kitchen and Private Dining Room
On-Site Recycling Program
Pet-Friendly Community
Elevators
Private Entertainment Theater
Smoke-Free Community
Water Conservation Measures
Online Payments Available","N","N","Y","","Y","Y",514397544,42.3949,"N",-71.1464,"North Cambridge","N",4085,"2025-01-20 09:13:00.918",1111,"Y","MA","2015",2140
"3000 Green District Blvd , Marlborough, MA 01752","available","2025-01-20 16:22:52.805",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-20 00:00:00.000","Nestled within a grove of trees, The Lodge is an homage to its surroundings. This stunning building invites the outside in. The Lodge is truly deserving of its name, with gorgeous post and beam elements. With exceptional amenities and finishes, residents will find spacious apartments and community spaces that envelop them in elevated comfort. For those discerning enough to seek out the extraordinary, welcome in. Features/amenities: Lil lodge play area as well as guest suites available for rent, On-site nature trails and pond, Roof deck area with grills, outdoor lounge seating and sweeping views of surrounding nature, Co-working spaces as well as multiple private offices all with high speed Wifi, Trackman golf simulator room featuring PGA tour level courses, ""The Heartwood"" - a 2,500 sqft. fitness facility with yoga room, Peloton studio and more, ""The Quill"" a 2,000 volume library, Great room fireplace lounge featuring ""The Night Owl Bar"" serving beer on tap, Courtyard style heated pool with cabana and poolside sundeck lounging, Select homes featuring dens and private offices, In home private washer and dryer, Smart thermostats, Quartz countertops, Central air conditioning and heat, Large spacious walk in closets, Stainless steel appliances, Shaker style kitchen cabinets, Select top-floor penthouse homes available with extra features and extra high ceilings, Air Conditioning, Balcony or Patio, Dishwasher, Fitness Center, Covered Parking or Garages, Pet Friendly, Swimming Pool(s), Spacious Closets, Washer/Dryer Available, Smoke Free Community","N","N","N","","Y","Y",514506993,42.31892,"Y",-71.577191,"","Y",3209,"2025-01-20 16:23:02.930",720,"Y","MA","",1752
"95 Endicott Street","unknown","",2,4,"apartment building","Boston","N","rentcafe","2025-01-13 00:00:00.000","Central AC
In Unit Laundry
Newly Renovate
Close to MBTA
North End","N","N","N","","N","N",514398585,42.3643,"Y",-71.0571,"Central","N",6000,"2025-01-20 09:14:35.816",905,"N","MA","",2113
"5120 Washington Street","unknown","",1,2,"apartment building","West Roxbury","N","Chestnut Hill Realty Company","2025-01-13 00:00:00.000","Balcony or 3-season porch (select apartments)
Central A/C (select apartments)
Complete appliance package: Refrigerator/Range/Microwave (select apartments)/Dishwasher
Heat and hot water included
Single-level and townhome styles
Spacious apartments
Tile flooring
Wall-to-wall carpet
Walk-in closets (select apartments)
Washer/dryers (select apartments)
24/7 emergency maintenance response
Controlled building access (select apartments)
Easy access to I-95
Electric vehicle charging stations
Elevator (select buildings)
Fitness center
Fitness circuit
Laundry rooms
Nearby public transportation (MBTA)
On-site management
Online rent payment
On-site parking
Pet-friendly - cats welcome
Pool and Sundeck
Resident events
Storage available","N","N","N","","N","Y",514399717,42.2628,"Y",-71.155,"West Roxbury","Y",2460,"2025-01-20 09:16:29.112",1007,"N","MA","",2132
"72 Marshall Street","available","2025-01-12 00:00:00.0","",1,"apartment building","Somerville","N","rentcafe","2025-01-12 00:00:00.000",".","N","N","N","","N","N",514399782,42.3894,"N",-71.0946,"","N",2498,"2025-01-20 09:16:36.884","","N","MA","",2145
"303 Lincoln Street , Marlborough, MA 01752","available","2025-01-20 08:43:01.275",1,1,"apartment building","Marlborough","Y","Greystar","2025-01-20 00:00:00.000","They say the spirit of a community is rooted in its people, makingthe city of Marlborough a desirable place to plant roots. Moments from the city’s eclectic downtown area and the Assabet River Trail, Alta French Hill pulls inspiration from its centralized location, the spirit of the people, and the history to deliver an elevated living experiencewhere the choices are endless. Chose a new one-, two-, or three-bedroom apartment to call home. Features/amenities: Pet Wash, Resort Style Pool, Two Landscaped Courtyards, Podcast Studio, Golf Simulator Lounge, Dining Lounge and Entertainment Space, Multiple Resident Lounges, State of the Art Fitness Center, Dedicated Work From Home Spaces, Keyless Entry, Balconies*, Kitchen Islands*, Expansive Closets, Full Size Washer/Dryer, Stainless Steel Appliances, Two Color Schemes for Cabinets, Luxury Vinyl Tile, Quartz Countertops, Smoke Free Community","N","N","N","","Y","Y",514381023,42.348324,"Y",-71.554085,"","Y",2327,"2025-01-20 08:43:24.265",749,"Y","MA","",1752
"917-919 Southampton Road","available","2025-01-13 00:00:00.0",1,2,"apartment building","Westfield","N"," Company","2025-01-13 00:00:00.000","Ample Closet Space
Built-in Air Conditioners
Heat and Hot Water Included
Wall to Wall Carpeting
24 Hour Maintenance
Back Yard Access
Minutes to Barnes Air National Guard, Route 90, Springfield and more
Off Street Parking
On-Site Coin Operated Laundry Facilities
On-Site Storage
Rubbish and Snow Removal","N","N","N","","N","N",514397413,42.1709,"Y",-72.7259,"","N",1495,"2025-01-20 09:12:45.936","","N","MA","",1085
"164 Lexington Road","available","2024-10-22 00:00:00.0",1,1,"apartment building","Billerica","Y","John M. Corcoran & Company Company","2024-10-22 00:00:00.000","Smart Thermostats
Hardwood Styled Flooring
Stainless Steel Appliances Including Refrigerator
Full Sized in Home Washer and Dryers
Chef-Inspired Kitchens with Flat-top Ranges
Air Conditioning Throughout
Quartz Countertop Finished Kitchens
Large 6' Windows for Sun Washed Rooms
USB Charging Stations Throughout Apartments
Spacious Closets in Select Apartments
Dishwasher
High Ceilings
Cable Ready
Elevators Accessing Every Floor
All Resident Parking in Secure Entry Garage
Receive Packages Anytime with Amazon Hub Lockers
Convenient and Secure Bike Storage
24 Hour Emergency Maintenance
Library with curated books
Lounge with wet bar and theatre system
Fire pit and grilling stations with outdoor dining spaces
Designated functional training area
Pool with relaxing loungers
Elevated courtyard with lush landscaping and sunny exposure
2-Story Fitness Center w/ state-of-the-art equipment
Outdoor leisure paths along the pond for your furry friends
MIRROR, a digital personal trainer in the Fitness Center
Serene views of the pond and nature
Pet spa with shower and grooming amenities
Lounge with courtyard views
The ThinkTank, a co-working space for collaboration
Climate-Controlled Storage Available
Trash Rooms on Every Floor Keep Things Tidy
Lowell Regional Transit Authority Shuttle Stop Nearby
Resident Move-in Staging Area
Smoke Free Living","N","N","Y","","Y","Y",514397867,42.5266,"Y",-71.2564,"","Y",2452,"2025-01-20 09:13:31.744",649,"Y","MA","2021",1821
"303 Lincoln Street , Marlborough, MA 01752","available","2025-01-20 08:43:01.276",2,2,"apartment building","Marlborough","Y","Greystar","2025-01-20 00:00:00.000","They say the spirit of a community is rooted in its people, makingthe city of Marlborough a desirable place to plant roots. Moments from the city’s eclectic downtown area and the Assabet River Trail, Alta French Hill pulls inspiration from its centralized location, the spirit of the people, and the history to deliver an elevated living experiencewhere the choices are endless. Chose a new one-, two-, or three-bedroom apartment to call home. Features/amenities: Pet Wash, Resort Style Pool, Two Landscaped Courtyards, Podcast Studio, Golf Simulator Lounge, Dining Lounge and Entertainment Space, Multiple Resident Lounges, State of the Art Fitness Center, Dedicated Work From Home Spaces, Keyless Entry, Balconies*, Kitchen Islands*, Expansive Closets, Full Size Washer/Dryer, Stainless Steel Appliances, Two Color Schemes for Cabinets, Luxury Vinyl Tile, Quartz Countertops, Smoke Free Community","N","N","N","","Y","Y",514381936,42.348324,"Y",-71.554085,"","Y",3413,"2025-01-20 08:44:32.286",1126,"Y","MA","",1752
"55 Park Drive","unknown","",1,1,"apartment building","Boston","N","Longwood Group Company","2021-11-30 00:00:00.000","","N","N","N","","N","N",514398520,42.343,"N",-71.0952,"Fenway-Kenmore","N",2400,"2025-01-20 09:14:21.938",450,"N","MA","",2215
"44 Boston Road","available","2024-12-20 00:00:00.0",1,1,"apartment building","Chelmsford","N","First Communities Company","2024-12-20 00:00:00.000","Spacious Closets
Patio or Balcony (in Select Homes)
Heat Included
Cable Ready
Renovated Apartments (in Select Homes)
Air Conditioner
Plank Flooring
Open Floor Plan
Washer/Dryer (in Select Homes)
Gas Range (in Select Homes)
24 Hour Fitness Gym
Resort-Style Swimming Pool
Dog Park
On-Site Laundry
24-Hour Emergency Maintenance
Accepts Electronic Payments
Additional On-Site Storage
Picnic/Grill Area
Controlled Access
On-Site Management 6 Days/Week
Off Street Parking, Included
Water, Sewer and Trash Included","N","N","N","","N","Y",514397842,42.5922,"Y",-71.3495,"","Y",2150,"2025-01-20 09:13:29.923",560,"N","MA","1967",1824
